folder,manmask,reject_reason,note
082_Mrk_478_COMBINED,3,,"CONFIRMED by GTR at manmask 3 -- ""not ideal, but not bad enough for manmask 2"". BEST_iter04_gtr_stismasks: the three-spectrum merge under GTR's curated STIS core masks (23 pixels at 1538-1551 A), 680.3 / 44.75, veto clean, Si IV 1.22, C IV 1.51, C III] 2.17, Mg II 0.74 sigma rms at S/N 24; anchors C III] xcorr -280 (peak -414), Mg II +10 km/s. Which spectrum: COS covers 1212-1366 A only (no C IV); FOS has C IV at S/N 24.5, STIS at 8.6; the merge is FOS-dominated. GTR curated both FOS and STIS. Their STIS fit (082_Mrk_478_STIS/iter01_gtr_prior, auto comps) is the cleanest single fit -- 542.4 / 34.73, every window 0.21-0.28 sigma, the model rising above the masked core to a proper NLS1 peak -- with 5 px at -0.4 per cent at 1582-1584 A. Their FOS fit (high comps) fails: 404.5 / 48.15 on 56 px at -6.7 per cent across 1500-1519 A, the model under the data there. FOS unmasked gives 680.3 / 46.27, the merge unmasked 680.3 / 45.01, my proposer masks on the merge 887.0 / 42.62 (they mask the core as absorption and the model runs under the peak). So the FOS-based answers sit at 680.3 / 45-46 and the STIS at 542.4 / 34.7: two quanta and 30 per cent in EW between epochs (f2500 0.88 vs 0.70), Mrk 478 being a known variable NLS1. The merge with GTR's core masks is adopted as the fit that uses all the data and passes clean; the STIS-only fit is the alternative. v22 manmask was blank"
083_1RXS_J185800.9+485020_COS,3,,"CONFIRMED by GTR at manmask 3 with their own hand fit: BEST_iter08_gtr_hand2, their curated 68 pixels plus the two pixels at 1616.8-1618.9 A (the spike at the very end of the spectrum; iter07 is the same two pixels as a range), 128.4 / 247.13, veto clean, C IV 0.57 sigma rms, auto comps. Where the EW rise from the earlier curated fit (iter04_gtr_prior, 174.9) comes from, worked out with GTR: masking those two pixels makes the ICA line more symmetric -- the model now rises over the very strong associated absorber at 1547-1549 A instead of sagging into it -- and the line area is up 14 per cent (blue of peak 210 -> 226, red of peak 167 -> 204); the continuum under the line is also down 24 per cent, because the 1700-1705 A anchor is extrapolated 80 A beyond the data (COS ends at 1620 A) and moved from 2.32 to 1.46 against observed continuum of ~2.0 at 1600-1620 (blue anchor 1.98 vs data 2.12). So about a third of the added EW is the better line fit and two thirds the red anchor; the blueshift is 128.4 under every variant. Earlier state: the curated fit and every component set failed the veto at both edges of the window -- 48 px at -19.8 per cent (1500-1504, 1586-1599 A), comps low 29 px, my proposer fit 112 px (266.5 / 113.86) -- where the data are at S/N ~1. COS covers 1455-1620 A only: no far-UV, no Si IV, no C III] or Mg II. NED and SIMBAD 0.079, the catalogue value. v22 manmask was blank"
084_LEDA_3096578_COS,3,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23): blueshift -78.8, EW 69.0 A, 235 usable px, C IV S/N 22, windows SiIV +0.02 / CIV +0.04 with rms 1.2 in both. Was manmask 0 as no_civ_data (G160M lost to the row-0 bug). Residual sub-continuum run of 34 px at -3.4%, split between the two window edges (1500-1513 and 1594-1600), both away from the line, the marginal-edge case (cf. Mrk 40); the automatic variants gave -78.8 / -147.9 and 64-71 A, so the measurement is stable to one quantum. manmask 3 by GTR's call."
085_LEDA_2100384_COS,2,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23): blueshift -217.0, EW 30.7 A, 225 usable px, C IV S/N 9. Was manmask 0 as no_civ_data (G160M lost to the row-0 bug); GTR's v22 note read 'Both COS 130M and 160M cover CIV'. manmask 2: the veto fails on 80 px (worst -15%) at both window edges, 1515-1522 and 1579-1600, the continuum-anchor case (no data at 1700-1705) on a low-S/N line. Automatic variants gave -217 / -286 / -425 and 21-22 A; GTR's masks raise the EW to 31. GTR's call: manmask 2."
086_PB_3894_COMBINED,3,,"CONFIRMED by GTR at manmask 3 (I had suggested 2 for the blue-wing excess and the blueshift spread below; GTR judged it a 3). BEST_iter07_gtr_hand: GTR's hand fit of the three-spectrum merge (five ranges -- 2583-2596, 2185-2210, 1371-1372, 1495-1497, 1557-1558 A -- plus 44 pixels), 128.4 / 97.48, veto clean, Si IV 1.81, C IV 2.15, C III] 3.11, Mg II 0.93 sigma rms at S/N 27; anchors C III] xcorr +60 (peak -352), Mg II -20 km/s. GTR judged it 'a little more symmetric across the line' than my proposer fit and it is: blue/red line area 133/144 against 128/149, same peak (18.3 vs 17.8 at 1548.1 A), same continuum (anchors 3.05/2.65 vs 3.02/2.61), same EW (97.5 vs 98.3); the blueshift is one quantum apart (128.4 vs 59.4). What neither fit changes: the model runs under the data across the blue wing (+1.9 sigma median at 1520-1535, +2.4 at 1545-1552) and over it on the red side (-2.3 at 1560-1575) -- a broad blue wing the basis does not reach, visible in every spectrum (COS alone 266.5 / 105.65) and every component set -- and the blueshift spans 59.4 (merge, my masks; FOS alone unmasked) / 128.4 (GTR's hand fit; merge unmasked) / 197.5 (non-C IV masks) / 266.5 (COS alone), three quanta. Comps low makes everything worse (75.21, 7 px); a test masking the COS near-UV junk at 1840-2260 A (iter06) is void, it removed C III] from the fit. PB 3894 = PG 1211+143. Coverage: COS 1162-2256 A (S/N 8, junk beyond 1850), FOS 1120-6799 A (S/N 27 in C IV), STIS 1120-1600 A (S/N 9). v22 manmask was blank"
087_2MASS_J12323582+0603098_COS,2,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23): blueshift 197.5, EW 49.5 A, 184 usable px, C IV S/N 15. Was manmask 0 as no_civ_data (G160M lost to the row-0 bug); GTR's v22 note read 'CIV coverage in G160M, why missing?'. manmask 2: veto fails on 141 px (worst -27%) at both window edges, 1500-1523 and 1573-1600, the continuum-anchor case (no data at 1700-1705). Automatic variants gave 59 / -10 / 198 and 41-50 A, three quanta of spread. GTR's call: manmask 2."
088_Mrk_1383_STIS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter04_gtr_prior, GTR's curated masks (five ranges, 26 pixels), 611.4 / 77.36, veto clean, Si IV 0.79 and C IV 0.63 sigma rms; the model tracks a broad, noisy line (S/N 2.5 per pixel) through a forest of masked spikes. My batch variants are junk and superseded (unmasked -2437 / 98.9 on 80 px at -123 per cent; masked -1742 to -1881 on 127-134 px). CAVEAT: the STIS spectrum ends at 1595 A, so the 1700-1705 A continuum window is the reconstruction extrapolated 110 A beyond the data -- a caveat on the EW, not the blueshift (half-flux point 45 A inside the data). No C III] or Mg II. REDSHIFT hint, not acted on: catalogue 0.086 (three decimals); NED preferred 0.086434 (2024AJ 168 58, +/-2e-6, +120 km/s) and 0.086570 (2009ApJS 184 398, +157); SIMBAD 0.085906 (-26). About two quanta, no internal anchor to test it. v22 manmask was 2"
089_PG1351+640_COMBINED,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: BEST_iter04_trough1531_1546, the three-spectrum merge with the whole C IV absorption trough (1531-1546 A) masked as one range, -286.1 / 43.67, veto clean, Si IV 0.83, C IV 0.63, C III] 0.96, Mg II 0.96 sigma rms; anchors C III] xcorr 0 (peak +239), Mg II -210 km/s. PG 1351+640, the associated-absorber object: the trough is one continuous feature from 1533.9 to 1546.3 A (two components reaching 40 per cent of the continuum) with only two pixels, 1535.6 and 1536.4, above the model inside it. RESERVATION: the model's whole blue flank (1541-1547 A, rising 4.2 -> 7.3) lies inside the masked trough and is fit to nothing -- it is the basis drawing a line as steep on the blue side as the red, set by the live red flank and core (1549-1552) and the continuum-level pixels at 1520-1533 -- and the model peak stops at 9.5-9.7 against the data's 11.7. If C IV has a broad blue wing under the 16 A of absorption the data cannot show it, so the measurement is of the unabsorbed part of the line; the blueshift runs -424.5 (unmasked, NAL cores only) / -286.1 (trough masked; GTR's hand fit plus the 1520-1533.5 shoulder) / -217.0 (GTR's hand fit, iter06, 5 px at -0.6 per cent at 1597-1598.5) / -147.9 (comps high), three quanta. GTR asked whether the model was 'following the BAL trough' through some leak; tested three ways under their masks -- the masked morph never fell back to raw flux, deleting the trough pixels from the FITS moves the model by <=0.15 flux units and one quantum, and deleting 1520-1550 or the whole line 1500-1560 changes it in the way an unconstrained basis would (a broad symmetric line peaking at 6) -- no leak; the trough pixels are out and the flank shape is the basis's default. Spectra: COS 1154-1959 A (S/N 5), FOS 1120-3032 A (S/N 12 in C IV), STIS 511 px with none in C IV; singles unmasked COS -286.1 / 89.3, FOS -493.6 / 35.4. v22 manmask was blank"
090_LEDA_50824_FOS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter01_gtr_prior, GTR's curated FOS masks (five ranges, 31 A, including the whole absorption trough 1527-1546 A that takes the flux to zero at 1537-1545), -424.5 / 83.66, veto clean, Si IV 0.43, C IV 0.54, C III] 0.80, Mg II 0.71 sigma rms; anchors C III] xcorr -40 (peak +88), Mg II -70 km/s; the model rises above the trough to a peak of 14 against the data's 16 at 1550 A. FOS alone (S/N 10 in C IV, 1120-3008 A) over the merge: the COS spectrum (1120-1618 A, S/N 5.6) is spiky across 1500-1530 A and the merge fits are poor (BEST had been iter02_noncivmasks, -286.1 / 105.35 at C IV rms 2.76; all masks -493.6 / 86.92 on 27 px), 4 quanta of scatter that the FOS alone does not show. REDSHIFT: catalogue 0.089; NED preferred 0.0896 (+165 km/s), SIMBAD 0.0871 (Gaia, -523); the anchors at -40 / -70 support the catalogue value. v22 manmask was 2"
091_Mrk_1501_COMBINED,0,no_civ_data,CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: COS (1199-1337 A rest) and FOS (1120-3028 A but with the C IV window entirely flagged) between them have zero usable pixels inside 1500-1600 A; the merge's 59.4 / 152 is wholly extrapolated from Si IV and Mg II. v22 manmask was blank
092_2MASS_J08105865+7602424_COMBINED,3,,"CONFIRMED by GTR at manmask 3 (I had raised manmask 2 for the component-set dependence below; GTR judged it a 3). 2MASS J08105865+7602424 = PG 0804+761. BEST_iter04_gtr_masks: the COS+STIS merge under GTR's curated COS masks (16 pixels, 5 unmasked), auto comps, 335.5 / 34.78, veto clean, C IV 1.21 sigma rms. The STIS spectrum (1120-2646 A, 464 sparse good px, none in C IV) adds only 30 overlap pixels; the point of the merge is that on COS alone GTR's masks fail the veto under the auto set (59 px at -4.6 per cent at 1579-1600 A, 335.5 / 30.41) while passing under low (404.5 / 34.60) and high (266.5 / 37.16) -- three quanta across the component sets on the same masks, with identical residuals (1.08-1.16). The merge under auto and low both give 335.5 (34.78 / 39.20), the middle value. RESERVATION: the blueshift depends on the component set at the one-quantum level either way. COS 1250-1325 and 1445-1612 A at S/N 10; no Si IV, C III] or Mg II. REDSHIFT: the catalogue 0.1 is a ONE-decimal value (z_needs_check); SIMBAD 0.09879 (Koss 2022, -330 km/s); NED preferred 0.100000 with a published range 0.09879-0.10100 (five values), so the one-decimal catalogue value is also NED's; SIMBAD -330 km/s is the low end of that range. No internal anchor. v22 manmask was blank"
093_2MASS_J22484115-5109532_COS,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: the systemic redshift is uncertain by about ten quanta and nothing in the spectrum can test it (see REDSHIFT below). Fit chosen by GTR: BEST_iter05_gtr_hand, their hand fit (three short ranges at 1554.5-1555.3, 1562.4-1562.8, 1563.6-1564.3 A plus 15 pixels, and 7 pixels unmasked at 1299-1302 A), -9.7 / 135.54, veto clean, C IV 0.99 sigma rms at S/N 12. One quantum and 5 per cent in EW from their earlier curated set (iter01_gtr_prior, -78.8 / 128.82) and from my proposer fit (iter04_allmasks, -78.8 / 130.44, identical residuals). A strong line (model peak 15.8 on a continuum of 3) whose core is cut by a dense cluster of narrow absorbers at 1540-1555 A, nearly all flagged by the NAL detector; the model rises above them to the unabsorbed shoulders. COS 1250-1325 and 1445-1612 A; no Si IV, C III] or Mg II, so no anchor. REDSHIFT: the catalogue 0.1 is a ONE-decimal value (z_needs_check, 13627 km/s of nominal uncertainty); SIMBAD 0.102433 (as RBS 1897; Koss et al. 2022 BASS DR2, quality C) is +663 km/s, ten quanta, and NED does not resolve the 2MASX name (its redshift table failed to parse under RBS 1897), so there is no second external value and no internal anchor to adjudicate. The catalogue value stands by default; the blueshift would move ten quanta more negative at the SIMBAD value. v22 manmask was blank"
094_LEDA_10293_COS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter06_gtr_comps_high: GTR's curated masks (12 pixels) with the high component set, 473.5 / 70.76, veto clean, C IV 0.69 sigma rms at S/N 5; under auto and low the same masks fail marginally at the red edge (25 px at -3.0 per cent, 1591-1600 A, 473.5 / 70.56), my proposer fit likewise (45 px). Blueshift 473.5 and EW 64.7-70.8 under every variant. COS 1250-1300 and 1445-1612 A; no Si IV, C III] or Mg II. Catalogue 0.102; SIMBAD 0.102. v22 manmask was 3"
095_LB_1727_COS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter01_gtr_prior, GTR's curated masks (7 pixels, 4 unmasked), 59.4 / 120.98, veto clean, C IV 1.23 sigma rms at S/N 14; my proposer fit is the same to the pixel (59.4 / 119.43). A strong narrow line (peak 21 on 3.5) with a deep double absorber at 1546-1550 A on the peak, masked. COS 1250-1320 and 1440-1612 A; no Si IV, C III] or Mg II. Catalogue 0.104; SIMBAD 0.104101 (Koss 2022, +27 km/s); NED unreachable for this name. v22 manmask was 3"
096_PG_1617+175_COMBINED,1,iue_only,"CONFIRMED by GTR (manmask 1). IUE only: no HST spectrum exists for PG 1617+175 (row 416, Mrk 877) -- the master catalogue lists LWP/SWP only. Placeholder manmask 1 per GTR so it is dealt with in the IUE grouping. v22 manmask was blank GTR 2026-09-21: manmask 1 stands, awaiting IUE. Correcting the record: HST data does exist for this object and the target name checks out, but no HST spectrum reaches C IV, so it cannot be measured here. The catalogue lists LWP/SWP, so there is IUE coverage to work with in that grouping. The reason iue_only is kept as the marker for that grouping, not as a claim that no HST spectrum exists."
097_Ton_S_210_COMBINED,3,,"GTR 2026-09-22, automatic fit on the regenerated tree adopted (BEST_iter03_allmasks in fit_iterations_v23/097_Ton_S_210_COMBINED): blueshift 611.4, EW 52.5 A, veto clean, COS+STIS merge with the STIS scaled by 1.169. Was manmask 0 as insufficient_coverage;fit_unstable on a 69-px STIS fragment; the COS that carries C IV (141 px, S/N 16) was never in the master. Variants: 542.4/45.1 (baseline, 32-px marginal veto), 542.4/55.1 (noncivmasks), 611.4/52.5 (allmasks) -- one quantum and 20%% spread. C III] xcorr -550 km/s on the noisy blue end of the STIS; C III] peak is unreliable there. GTR: ""97's BEST_iter03 can be manmask=3""."
098_2MASS_J12305003+0115226_COMBINED,2,,"FIT CHOSEN BY GTR: REJECT_ALL_iter05_gtr_hand, their hand fit of the COS+STIS merge (two ranges covering 1577.8-1608.6 A, i.e. the noisy red end, plus 35 pixels), 1849.7 / 16.02, Si IV 0.92 and C IV 0.96 sigma rms. ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: it does not clear the veto -- 98 px at -6.1 per cent across 1564.6-1600 A, the same red-wing failure as every other variant. The cause is not the masks: the observed continuum falls from 3.2 at 1445-1500 A to 2.5 at 1565-1600, while the EW continuum is a straight line from the 1445-1465 window to the 1700-1705 window, which is extrapolated 90 A past the data (COS ends at 1612 A), so the model sits under its own continuum wherever the real continuum is falling fastest. Variants on record: GTR's COS masks on COS alone (iter01_gtr_prior) 1781.0 / 14.04 on 97 px at -8.7 per cent, comps high 1918.3 / 17.49 on 93 px at -13.4, comps low identical to auto; the merge under those same COS masks (iter04_gtr_masks) 1849.7 / 15.10 on 84 px at -6.8; my proposer fits 2192.7 / 14.7-15.1 on 107-108 px; STIS alone (1120-1548 A, 46 px of C IV) useless at 150 px and -119 per cent. A weak line (peak 4.6 on a continuum of 3.2, EW 14-17.5) at an extreme blueshift, 1781-2193 across variants (six quanta), whose profile the data do show. C IV 0.9-1.1 sigma rms at S/N 10. Catalogue 0.117; SIMBAD 0.117 +/- 0.001 (2013MNRAS.435.1233G); NED does not resolve the 2MASX name. STABILITY (the test GTR asks for): the blueshift runs 1781.0 / 1849.7 / 1918.3 / 2192.7 across all variants and the EW 14.0-17.5 -- six quanta, but only 23 per cent in either quantity at a blueshift near 1850, so the measurement is robust and the object is an extreme-blueshift one on any choice. The reservation is the continuum shape, not instability. v22 manmask was blank"
099_LEDA_3095439_COS,2,,"('FIT CHOSEN BY GTR: REJECT_ALL_iter07_gtr_hand, their hand fit (two short ranges at 1551.4-1553.4 and 1554.2-1554.6 A plus 4 pixels -- a lighter mask of the core absorbers than their earlier curated set), -286.1 / 132.36, Si IV 0.67 and C IV 0.53 sigma rms at S/N 6.4, the best residuals of any variant. ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: it does not clear the veto -- 22 px at -5.5 per cent at 1589.6-1597.3 A -- and those pixels are beyond the end of the data. THE PROBLEM IS COVERAGE: the COS spectrum ends at 1561 A, so the whole red half of the line and the 1700-1705 A continuum window are unobserved; the model peaks at 15.9 against absorbed data of ~11-14 and then runs unconstrained to 1600. Variants: their earlier curated set (iter01_gtr_prior, two ranges covering 11.6 A) -493.6 / 154.85 veto clean, comps low -1186.3 / 134.41 (50 px), my proposer masks -1325.1 / 107.60 (37 px) -- fifteen quanta across the family, driven entirely by how much of the absorbed core is masked, on a line whose red half cannot be seen. No C III] or Mg II. REDSHIFT: catalogue 0.12 (two decimals, z_needs_check 1338 km/s); NED preferred 0.120000 and SIMBAD 0.12 (2016ApJ...818..113N, quality D) both echo it. STABILITY (the test GTR asks for): this one IS mask-sensitive. GTR's two mask sets differ only in how much of the absorbed core is covered -- 2.4 A (the adopted hand fit) against 11.6 A (their earlier curated set) -- and that moves the blueshift three quanta and the EW 17 per cent, -286.1 / 132.4 against -493.6 / 154.9; the proposer's heavier masks reach -1325.1 / 107.6, fifteen quanta from the adopted value. Quote the adopted number with that spread in mind. v22 manmask was 3',)"
100_SWIFT_J2325.6+2157_COS,3,,"CONFIRMED by GTR at manmask 3 with their own hand fit: BEST_iter06_gtr_hand, their hand fit (6 pixels only -- the sharp spikes at 1575 and 1577 A), 404.5 / 163.24, VETO CLEAN, Si IV 0.50 and C IV 0.36 sigma rms at S/N 3.7 -- much the best fit of the object and a complete reversal of my provisional exclusion. CONFIRMED by GTR at manmask 3. My batch variants all failed at the blue edge of the window because the reconstruction carried a 1400 A bump that sat well above the data and its linear continuum then overshot its own flux at 1500-1520 A: auto 55 px at -25.5 per cent (-562.8 / 126.45), comps low 29 px at -8.3 (-424.5 / 161.30), comps high 59 px at -14.6 (-1047.7 / 103.07), nine quanta apart. GTR's mask of the two spikes removes that: the model now follows the observed continuum from 1420 A through the line and the blueshift lands at 404.5, on the opposite side of zero from every variant of mine. COS 1149-1610 A with a gap at 1320-1415 (Si IV half covered), no C III] or Mg II. Catalogue 0.12 (two decimals); NED preferred 0.120000, SIMBAD 0.120184 (+49 km/s). v22 manmask was blank"
101_LEDA_52314_COMBINED,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: the measurement depends on a redshift the literature is split over, moving ten quanta and changing sign between the two published values (see CONSEQUENCE below). LEDA 52314 = [HB89] 1435-067. REDSHIFT OVERRIDE to 0.129 (catalogue 0.126, +799 km/s; ica/redshift_overrides.csv). BEST_iter05_gtr_stismasks_z129: the COS+STIS merge under GTR's curated STIS masks rescaled to the new rest frame, 59.4 / 81.61, veto clean, Si IV 0.42, C IV 0.28, C III] 0.34, Mg II 0.59 sigma rms. WHY THE REDSHIFT MOVED: at 0.126 the C III] blend is misregistered -- data/model 1.066 at Al III 1857, 1.076 at Si III] 1892, 0.972 at the C III] 1909 core, i.e. the blue components under-fit while the core is over-fit, with the model compensating by running above the data across 1915-1940 A. GTR spotted it from the figure ('Al III and Si III] should be stronger in the fit and maybe they would be allowed to be if C III] was shifted over a bit'). At 0.129 Al III and C III] both land at 1.00 (Si III] 1.054). The C III] PEAK agreed all along, +288 to +357 km/s; the cross-correlation read +30 and I wrongly quoted it as the anchor -- it runs over the whole 1860-1960 A window, so it is centroid-like and degenerate with the blend shape. Mg II cannot test it: STIS ends at 2798 A, only 92 of 187 px observed, and the model overshoots at either z. EXTERNAL: 0.129 is the majority NED value, 18 of 35 published entries (all recent) against 13 for 0.126, which is NED's preferred (Wisotzki 2000, +/-0.001); also 0.1287 (one) and 0.130 (two); SIMBAD 0.1263 +/- 0.0004 (Gaia). So the correction stays inside the external range. CONSEQUENCE: the blueshift moves from -632.1 to +59.4, ten quanta and a sign change, and the EW from 72.4 to 81.6 -- which is the reservation. Figure: compare_z126_z129_blend.png. The spectra: COS 1120-1763 A at S/N 4.5, STIS 1403-2798 A at S/N 7.6 with C III] and Mg II; my proposer fit on the merge at the old z was the same to the pixel as GTR's (-562.8 / 71.35). v22 manmask was 3"
102_QSO_J0623-6436_COS,3,,"CONFIRMED by GTR at manmask 3 (I had proposed 2 for the unobserved red half and the component-set dependence below; GTR judged it a 3). QSO J0623-6436 (PKS 0622-645). BEST_iter05_allmasks_comps_high: my proposer masks with the high component set, -286.1 / 91.69, veto clean, Si IV 0.81 and C IV 0.90 sigma rms at S/N 14.5. CAVEAT: the COS spectrum ends at 1557.8 A, so the red half of the line is unobserved (39 per cent of the model EW lies beyond the data; the peak at 1549.2 and the half-flux point at 1553.1 are, just, inside it), and the blueshift depends on the component set: auto and low give -770.5 / 110.55 and fail marginally at the blue edge (8 px at -2.7 per cent, 1501-1505 A), high gives -286.1 -- seven quanta -- with residuals equal within noise. No C III] or Mg II. No curated prior from GTR. Catalogue 0.129; SIMBAD 0.127714 (Koss 2022, -343 km/s), NED pending. v22 manmask was blank"
103_Mrk_876_COMBINED,3,,"CONFIRMED by GTR at manmask 3. Mrk 876 = PG 1613+658. BEST_iter04_gtr_cosmasks: the COS+STIS merge under GTR's curated COS masks (one 5.7 A range, 5 pixels), 473.5 / 44.24, veto clean, Si IV 0.85 and C IV 0.93 sigma rms. COS alone under the same masks 473.5 / 41.19 (S/N 38 in C IV, coverage to 1591 A); the merge adds STIS far-UV (1120-1532 A, S/N 6) and the batch's unmasked merge gives 473.5 / 44.20. Blueshift identical everywhere; the EW moves 3 A with the far-UV in. CAVEAT: the data end at 1591 A, so the 1700-1705 continuum window is extrapolated 110 A. No C III] or Mg II. Catalogue 0.129; SIMBAD 0.12917 (Koss 2022, +46 km/s). v22 manmask was blank"
104_PG1416-129_FOS,3,,"CONFIRMED by GTR at manmask 3 with their own hand fit: BEST_iter04_gtr_hand, 69 masked pixels (the narrow spikes peppering the line and the 1400-1500 A continuum), 128.4 / 364.07, veto clean, Si IV 0.25, C IV 0.25, C III] 0.31 sigma rms. My proposer pass found nothing to mask and gave 335.5 / 345.36 with residuals of 0.31 -- so GTR's masking of the spikes improves every window and moves the blueshift three quanta blueward and the EW up 5 per cent. A very strong broad line (peak 30 on a continuum of 4.5) reproduced across the whole window. CAVEAT: the C III] anchors are unusable here -- xcorr +250 at S/N 1.5, peak +835 (the blend) -- and there is no Mg II, so the catalogue z=0.1294 cannot be tested internally. FOS 1393-2061 A. v22 manmask was blank"
105_MCG+13-07-002_COS,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: the blueshift depends on the component set, five quanta across them (see below). BEST_iter04_gtr_comps_high: GTR's curated masks (one 4.3 A range, 27 pixels) with the high component set, 473.5 / 40.99, veto clean, Si IV 0.65 and C IV 0.62 sigma rms at S/N 9.7. GTR's saved set uses the low components, which fails the veto (40 px at -7.3 per cent at 1507-1520 A, 749.2 / 39.66); mod fails too (28 px, 404.5 / 45.05); my proposer masks under auto give 473.5 / 39.10 on 21 px. So the blueshift runs 404.5 / 473.5 / 749.2 across component sets -- five quanta, the low set the outlier -- with the EW steady at 39-45. COS 1139-1587 A: the 1700-1705 continuum window is extrapolated 120 A; no C III] or Mg II. Catalogue 0.132302. v22 manmask was 3"
106_QSO_B1626+5529_COS,3,,"CONFIRMED by GTR at manmask 3. QSO B1626+5529 = SBS 1626+554. BEST_iter03_allmasks, -9.7 / 63.79, veto clean, Si IV 0.46 and C IV 0.65 sigma rms at S/N 14.8; blueshift identical with and without masks (spikes at 1265-1275, 1400-1430, 1475, 1575 A). COS 1120-1766 A, full C IV, no C III] or Mg II. Catalogue 0.1326. No curated prior from GTR. v22 manmask was blank"
107_ZTF_J004818.97+394111.8_COS,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation, in GTR's words, that ""there's not much anchor"": no C III] or Mg II in the spectrum, the red wing running past the last pixel, and the red continuum window extrapolated 120 A, so neither the redshift nor the EW can be checked against anything internal. Fit: BEST_iter05_gtr_hand, their new hand fit (19 masked pixels -- the narrow absorbers across the line core at 1533-1575 A), 266.5 / 51.73, veto clean, Si IV 0.89 and C IV 0.65 sigma rms at S/N 18. Two quanta and 4 per cent in EW from their earlier curated set (iter01_gtr_prior, 128.4 / 49.50) and from my proposer fit (128.4 / 49.04): masking more of the absorbed core lets the model rise to the shoulders and moves the half-flux point redward. ZTF J004818.97+394111.8 = IO And. COS 1136-1583 A: the line's red wing runs past the last pixel and the 1700-1705 A continuum window is extrapolated 120 A; no C III] or Mg II, so the catalogue z=0.135 (z_needs_check) cannot be tested internally -- SIMBAD 0.1342 +/- 0.0004 (Gaia) is -211 km/s, three quanta. v22 manmask was 3"
108_LEDA_1790_FOS,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation in GTR's words: ""I can easily change the output values depending on how I change the masking."" For the record, the spread I have on file: GTR's curated masks 128.4 / 38.12 (auto comps), the same masks under comps high 128.4 / 41.26, under comps low 611.4 / 27.19 (48 px veto), and the three-spectrum merge with my proposer masks 128.4 / 36.70 -- so the EW ranges 27-41 (a third) while the blueshift holds at 128.4 except under the low set. The line is weak (peak 8.6 on a continuum of 3.4) with the model running about 0.5 sigma under the red wing and over the narrow core, which is what makes the masking choice bite. LEDA 1790 = PG 0026+129. BEST_iter01_gtr_prior, GTR's curated FOS masks (eight ranges, 15.9 A, 4 pixels), 128.4 / 38.12, veto clean, Si IV 0.66, C IV 0.91, C III] 0.85, Mg II 1.22 sigma rms at S/N 19; anchors Mg II +80, C III] peak +77 (the xcorr's -720 is the blend and is not to be trusted). The model runs 0.5 sigma under the red wing (1555-1600 A) and over the narrow core; comps high fixes neither (128.4 / 41.26), comps low fails (611.4 / 27.19, 48 px). FOS alone is the spectrum: COS covers 1124-1268 A only and the 'STIS' file is an optical spectrum (4758-5254 A); the batch's three-spectrum merge gives 128.4 / 36.70, the same. v22 manmask was 3"
109_LEDA_82580_COS,0,low_snr;insufficient_coverage,"CONFIRMED by GTR (manmask 0). Excluded -- genuinely unmeasurable. The COS spectrum is at S/N 1.1 in the C IV window and covers only 1122-1554 A rest; beyond 1440 A it is a forest of unflagged spikes reaching 9000 on errors of 4000, and the reconstruction sits at zero. The -632.1 / 769.5 with 205 px at -21 per cent is noise. Catalogue 0.154; SIMBAD 0.1525 +/- 0.0003 (Gaia, -390 km/s) and NED 0.153533 (-121 km/s), both moot here. v22 manmask was blank"
